GT BAROMETRIC PRESSURE,GT COMPRESSOR INLET AIR TEMPERATURE,GT COMPRESSOR OUTLET AIR TEMPERATURE,GT EXHAUST GAS AVERAGE TEMPERATURE (EXHAUST),GT EXHAUST GAS DUCT PRESSURE,GT ACTLD,GT IGV POSITION,GT MAIN A FUEL GAS FLOW,»»÷µ
899.8,11.6,431,580.8,3.2947,284.34,78.63,4.3,34.853
899.8,11.2,433.5,587.4,3.3347,288.8,78.76,4.3,34.866
899.8,11.2,434.6,592.3,3.351,291.22,78.66,4.3,34.861
899.9,11.2,434.8,592,3.3531,289.07,78.7,4.3,34.868
899.9,11.3,435,591.8,3.3473,289.8,78.65,4.2,34.867
899.9,11.4,435.2,592.3,3.3525,288.33,78.7,4.2,34.858
899.9,11.1,435.2,592,3.353,288.86,78.7,4.2,34.864
899.9,11.2,435.3,591.9,3.3639,288.49,78.67,4.2,34.867
900,11.2,435.4,591.8,3.3591,288.8,78.75,4.2,34.856
900,11,435.2,592.2,3.3538,288.38,78.67,4.2,34.865
900,10.9,434.7,591.8,3.3536,289.28,78.69,4.2,34.862
900,10.8,434.8,591.8,3.3652,288.65,78.67,4.2,34.866
900,11.2,435,592.3,3.3511,287.7,78.68,4.2,34.846
900,11.4,435.1,592.5,3.3404,287.91,78.72,4.2,34.841
900,11.4,435.1,592.3,3.3475,288.07,78.65,4.2,34.85
900.1,11.4,435.3,592.5,3.3512,287.97,78.77,4.2,34.846
900,11.2,435.3,592,3.3484,287.76,78.68,4.2,34.859
900,11.1,435.1,591.6,3.3564,288.8,78.75,4.2,34.858
900,11,435.2,592.1,3.3572,288.49,78.72,4.2,34.857
900,10.6,435,591.9,3.3583,288.6,78.66,4.2,34.862
900,10.7,434.5,591.8,3.3556,288.6,78.69,4.2,34.855
900,10.6,434.4,592.1,3.3609,288.75,78.68,4.2,34.864
900,10.8,434.5,591.8,3.3584,288.38,78.69,4.2,34.845
900,10.9,434.5,592.2,3.3539,288.54,78.69,4.2,34.833
900,10.6,434.5,591.8,3.3601,288.96,78.65,4.2,34.861
900,10.8,434.2,591.8,3.3547,288.8,78.77,4.2,34.861
900.1,10.9,434.3,592,3.3546,288.75,78.69,4.2,34.856
900.1,10.7,434.3,591.9,3.3508,288.75,78.74,4.2,34.856
900.1,10.4,434,591.9,3.3698,289.38,78.72,4.3,34.847
900.1,10.3,433.9,591.6,3.3721,289.49,78.66,4.3,34.85
900.1,10.1,433.6,591.7,3.3723,289.91,78.76,4.3,34.845
900.1,10.1,433.4,591.5,3.3717,289.17,78.68,4.3,34.852
900.2,9.9,433.1,591.5,3.3757,290.22,78.7,4.3,34.845
900.3,9.8,433.2,591.5,3.3751,289.59,78.65,4.3,34.849
900.3,9.5,432.7,591.1,3.3816,290.75,78.68,4.3,34.849
900.4,9.5,432.4,591.2,3.39,290.9,78.72,4.3,34.854
900.5,9.4,432.5,591.2,3.3852,290.7,78.66,4.3,34.864
900.5,9.3,432.6,591,3.3941,291.48,78.75,4.3,34.866
900.4,9.3,432.6,590.7,3.3922,291.59,78.65,4.3,34.854
900.4,9.4,432.7,591.1,3.3894,291.06,78.69,4.3,34.857
900.3,9.5,432.6,591.3,3.382,290.22,78.7,4.3,34.85
900.3,9.5,432.4,591,3.3827,291.12,78.67,4.3,34.87
900.3,9.4,432.9,590.8,3.3942,291.53,78.7,4.3,34.866
900.4,9.5,432.8,590.9,3.3868,290.9,78.68,4.3,34.861
900.4,9.6,433,591.2,3.3922,290.75,78.66,4.3,34.882
900.4,9.9,433.4,591.4,3.3738,289.91,78.74,4.3,34.865
900.4,9.4,433.5,591.1,3.3901,290.9,78.68,4.3,34.874
900.3,9.7,433.7,591,3.3847,291.22,78.75,4.3,34.877
900.3,9.7,434,591.3,3.3825,290.54,78.67,4.3,34.881
900.4,9.7,433.6,591.2,3.3803,291.27,78.68,4.3,34.88
900.4,9.9,433.8,591.5,3.3813,290.12,78.68,4.3,34.876
900.3,9.8,433.4,591.1,3.3835,290.43,78.65,4.3,34.874
900.3,10.1,433.7,591.6,3.3791,289.96,78.69,4.3,34.889
900.4,9.6,433.4,591.4,3.3888,290.27,78.73,4.3,34.905
900.4,9.7,433.1,591.3,3.3799,291.06,78.66,4.3,34.913
900.4,9.8,433.1,591.4,3.3779,290.22,78.72,4.3,34.899
900.4,10.1,433.1,591.2,3.3737,290.7,78.66,4.3,34.889
900.4,10.5,433.4,591.9,3.3588,288.75,78.72,4.3,34.904
900.4,10.7,434.1,591.8,3.368,288.6,78.69,4.3,34.908
900.4,11.1,434.6,592.3,3.3515,287.91,78.67,4.3,34.912
900.5,11,434.6,591.9,3.3549,288.7,78.7,4.3,34.912
900.5,11.1,434.6,592,3.3497,287.97,78.68,4.3,34.924
900.5,11.2,434.5,592.2,3.3407,287.86,78.66,4.3,34.914
900.5,11.3,434.7,592.2,3.3448,287.65,78.75,4.3,34.928
900.6,11.5,434.7,592.5,3.3435,287.49,78.64,4.3,34.921
900.6,11.3,434.7,592.2,3.3509,288.38,78.69,4.3,34.914
900.6,11.6,435,592.4,3.3448,287.49,78.7,4.3,34.937
900.7,11.3,434.9,592.5,3.3509,287.65,78.69,4.3,34.915
900.7,11.4,434.8,592.2,3.3401,288.38,78.69,4.3,34.925
900.7,11.1,435,592,3.3549,287.44,78.67,4.3,34.931
900.7,11.4,435.1,592.5,3.3411,287.39,78.7,4.3,34.934
900.7,11.4,435.1,592,3.3519,288.07,78.72,4.3,34.924
900.7,11.2,435.1,592.4,3.35,287.55,78.63,4.3,34.945
900.7,11.6,435.3,592.2,3.3415,287.23,78.75,4.3,34.945
900.7,11.6,435.5,592.3,3.3404,287.65,78.7,4.3,34.929
900.7,12,435.9,592.6,3.3363,286.76,78.7,4.3,34.941
900.7,12,436.2,592.3,3.3301,287.33,78.72,4.3,34.939
900.7,12.1,436.2,592.2,3.3295,286.6,78.67,4.2,34.928
900.7,12,436.1,592.8,3.3278,285.87,78.75,4.3,34.943
900.8,12,435.9,592.6,3.331,286.44,78.69,4.3,34.937
900.7,11.9,436,592.7,3.3303,287.23,78.67,4.2,34.941
900.7,12,435.7,592.8,3.3315,285.71,74.65,4.1,34.928
900.6,12.5,434.7,578.1,3.2153,264.23,41.06,3.6,34.943
900.6,12.4,423.6,568.4,2.4577,217.98,38.94,3.6,34.928
900.6,12.2,411.5,570.3,2.3775,213.57,42.23,3.7,34.927
900.7,12.7,412.3,570.5,2.4231,220.61,43.37,3.7,34.94
900.7,12.3,412.8,569.2,2.4585,222.34,44.38,3.7,34.952
900.7,12.4,413.3,568.4,2.4731,223.86,44.33,3.7,34.94
900.7,12.3,413.5,567.7,2.4773,223.28,44.85,3.7,34.945
900.7,12.8,413.9,567.9,2.4795,223.86,44.54,3.7,34.954
900.7,12.7,414.2,567.2,2.4813,223.28,45.04,3.7,34.933
900.8,12.9,414.3,567.3,2.4842,224.07,45.21,3.8,34.945
900.8,13.2,414.6,567.3,2.484,223.97,45.51,3.7,34.945
900.9,13.4,415.1,567.4,2.4894,223.86,45.28,3.8,34.94
900.9,13.2,414.9,567.1,2.486,223.91,45.03,3.7,34.949
900.8,13,414.6,566.7,2.4863,223.65,44.93,3.7,34.936
900.8,12.8,414.1,566.4,2.486,223.76,44.91,3.7,34.939
900.8,12.9,414.4,566.4,2.484,223.76,45.21,3.8,34.949
900.8,13.1,414.5,566.6,2.4836,224.18,45.45,3.8,34.955
900.7,13.3,414.8,566.9,2.4903,224.23,45.51,3.8,34.957
900.7,13.3,414.6,567,2.4794,224.18,45.59,3.8,34.951
900.8,13.4,414.7,567.1,2.4838,224.34,45.52,3.8,34.953
900.8,13.7,415.1,567.1,2.4851,223.91,46.22,3.8,34.949
900.8,14.3,415.8,567.6,2.4859,224.28,46.02,3.8,34.945
900.8,14.1,415.8,567.2,2.49,224.23,45.89,3.8,34.944
900.8,13.9,415.8,566.9,2.49,223.86,46.15,3.8,34.95
900.7,14.2,416,567.2,2.4929,223.81,46.2,3.8,34.961
900.7,14.4,416.1,567.6,2.4926,224.18,70.57,4.1,34.962
900.7,14.1,420.9,567.2,3.0013,257.78,78.75,4.3,34.943
900.7,14.3,433.6,582.7,3.254,280.25,78.72,4.3,34.953
900.7,14.8,437.4,591.8,3.2649,284.5,78.73,4.3,34.958
900.7,14.3,438.7,594.2,3.2816,284.71,78.67,4.3,34.961
900.7,14.3,438.7,594.4,3.2774,283.87,78.7,4.3,34.944
900.6,14.8,439.2,594.9,3.2628,282.03,78.66,4.2,34.948
900.6,14.8,439.3,594.9,3.2586,282.19,78.75,4.3,34.961
900.6,14.6,439.3,594.6,3.2699,283.4,78.66,4.2,34.953
900.5,14.9,439.6,594.8,3.2634,281.35,78.79,4.2,34.95
900.4,15.1,439.8,595.1,3.2548,281.56,78.63,4.2,34.945
900.4,15.1,439.9,594.7,3.2596,280.88,78.72,4.2,34.953
900.3,14.9,440.1,594.8,3.2618,282.03,78.66,4.2,34.957
900.3,15.2,440.1,594.8,3.2508,280.46,78.68,4.2,34.949
900.3,15.2,440.2,595,3.2462,281.4,78.64,4.2,34.957
900.3,15.3,440.2,595.1,3.2513,280.56,78.75,4.2,34.961
900.3,15.4,440.4,594.5,3.2512,280.77,78.66,4.2,34.949
900.2,15.5,440.7,595,3.248,281.19,78.74,4.2,34.945
900.3,15.2,440.6,594.9,3.2567,280.3,78.72,4.2,34.93
900.3,15.8,440.9,595.5,3.2316,280.62,78.68,4.2,34.957
900.3,15.6,441,595.5,3.2342,280.35,78.69,4.2,34.961
900.2,15.7,441,595.3,3.2379,279.62,78.7,4.2,34.932
900.2,15.9,441.2,595.7,3.2319,279.57,78.74,4.1,34.937
900.2,15.8,440.8,590,3.194,267.23,56.74,3.8,34.948
900.2,15.9,433.1,572.1,2.7267,235.73,59.98,3.9,34.948
900.2,16.2,428.1,572.7,2.7689,241.08,63.03,3.9,34.928
900.2,16.5,429.3,571.9,2.819,244.81,63.9,3.9,34.949
900.1,16.2,430.1,570.7,2.8544,245.97,64.55,4,34.934
900.2,16.5,430.5,570.2,2.8613,246.17,64.34,3.9,34.938
900.1,16.2,430.5,569.5,2.8686,246.38,65.59,3.9,34.932
900.1,17.2,431.1,570.9,2.8717,246.8,64.73,3.9,34.943
900.1,16.4,431.4,569.1,2.8772,246.7,65.13,3.9,34.939
900,16.7,431.4,569.7,2.8679,246.91,65.17,3.9,34.944
900,16.8,431.6,569.6,2.8754,246.75,65.95,3.9,34.956
899.9,17.3,431.9,570.3,2.8741,247.23,66.26,3.9,34.973
900,17.8,432.6,571.1,2.8702,246.91,66.22,3.9,34.957
900,17.5,433.1,571,2.8741,247.12,65.24,3.9,34.957
899.9,16.9,432.4,569.6,2.87,246.75,65.99,3.9,34.945
899.9,17.6,432.6,570.7,2.8655,246.96,66.01,3.9,34.955
899.9,17.5,433.1,570.7,2.8736,246.86,65.5,3.9,34.96
900,17.2,432.9,569.6,2.8656,246.44,65.84,3.9,34.945
899.9,17.5,433,570.3,2.8674,246.65,66.17,3.9,34.937
899.8,17.5,433.1,570.7,2.8769,246.86,66.24,3.9,34.933
899.8,17.7,433.6,570.5,2.8642,247.17,65.84,3.9,34.957
899.8,17.4,433.2,570.4,2.8776,246.6,66.27,3.9,34.936
899.7,18,433.6,571.2,2.8624,246.75,66.51,3.9,34.949
899.6,18,434.2,571.4,2.8722,246.8,66.75,4,34.936
899.6,18.1,434.2,571.5,2.8626,247.44,78.68,4.1,34.957
899.6,18.1,439.8,583.7,3.1487,273.16,78.68,4.2,34.944
899.5,18.2,443.4,594.1,3.1805,277.1,78.68,4.2,34.949
899.4,18.5,444.7,597.1,3.1816,276.26,78.76,4.2,34.936
899.4,18.3,444.6,597.1,3.1729,276.47,78.65,4.2,34.945
899.4,18.6,444.7,597.1,3.1714,275.05,78.72,4.1,34.966
899.4,18.6,445,597.5,3.1714,274.32,78.69,4.2,34.957
899.3,18.7,445,597.3,3.1637,274.47,78.68,4.1,34.941
899.2,18.7,445.1,597.6,3.1641,274.58,78.65,4.1,34.961
899.1,19,445.3,597.7,3.1622,274.42,78.72,4.1,34.949
899.1,19,445.9,597,3.1623,274.16,78.69,4.1,34.953
899,19.2,445.8,597.7,3.1515,273.37,78.72,4.1,34.936
899,18.8,445.7,597.8,3.1534,273.53,78.7,4.1,34.954
898.9,19,445.7,597.7,3.1597,274.37,78.64,4.2,34.941
898.9,19,445.8,597.3,3.1586,274.42,78.74,4.1,34.945
898.8,19.1,445.7,597.9,3.1509,273.37,78.69,4.1,34.932
898.8,19.3,446,597.7,3.1557,273.27,78.73,4.1,34.932
898.7,19.3,446,597.5,3.1449,273.42,78.69,4.1,34.94
898.7,19.7,446.7,598.2,3.1302,272.63,78.74,4.1,34.945
898.6,19.9,447.1,598.1,3.1267,272.16,78.62,4.1,34.945
898.6,19.9,447,598.3,3.129,272.01,78.68,4.1,34.948
898.6,20.2,447.3,598.7,3.1203,270.22,78.69,4.1,34.944
898.6,19.9,447.1,598.1,3.1327,272.58,78.68,4.1,34.949
898.5,20.2,447.3,598.4,3.124,270.38,78.69,4.1,34.949
898.5,20.1,447.4,598.5,3.1269,271.9,78.7,4.1,34.949
898.5,20.4,447.5,598.8,3.1155,271.06,78.65,4.1,34.945
898.4,20.7,448,598.7,3.1117,271.27,78.7,4.1,34.949
898.4,20.9,448.2,599,3.1062,269.59,78.69,4.1,34.944
898.3,20.9,448.5,598.8,3.1093,270.43,78.68,4.1,34.941
898.3,21.2,448.9,598.8,3.1059,269.75,78.67,4.1,34.957
898.3,20.8,448.8,598.6,3.1094,270.95,78.73,4.1,34.953
898.3,21.1,448.9,599.2,3.0997,269.96,78.72,4.1,34.946
898.2,21.1,449.2,598.4,3.1071,270.22,78.68,4.1,34.953
898.1,21.4,449.3,599,3.0991,269.27,78.75,4.1,34.945
898.2,21.8,449.8,599.8,3.0732,267.8,78.69,4.1,34.936
898.1,21.3,449.5,599.4,3.0919,268.65,78.72,4.1,34.954
898.1,21.1,449.5,598.7,3.0949,269.38,78.72,4.1,34.954
898.1,21.6,449.6,599.7,3.0916,268.38,78.75,4.1,34.949
898,21.9,450.1,599.5,3.0771,268.38,78.7,4.1,34.961
898,22,450.4,599.2,3.0807,268.91,78.72,4.1,34.97
897.9,22,450.3,599.9,3.0751,266.7,78.73,4.1,34.974
897.9,22.2,450.4,599.8,3.0679,267.91,78.68,4.1,34.975
897.9,21.8,450.3,599.3,3.089,268.12,78.72,4.1,34.978
897.9,21.5,450.2,599.4,3.0845,268.85,78.72,4.1,34.957
897.8,21.7,450.1,599.4,3.0869,267.75,78.72,4.1,34.954
897.7,21.6,449.9,599.6,3.0816,268.33,78.7,4.1,34.978
897.7,21.7,449.9,599.9,3.0722,267.38,78.73,4.1,34.992
897.8,21.4,450,599.1,3.0817,268.59,78.67,4.1,34.965
897.9,21.4,449.9,599.1,3.0845,269.59,78.68,4.1,34.998
897.9,21.3,449.7,599.3,3.0921,268.7,78.7,4.1,34.986
897.8,21.7,449.9,599.5,3.0811,268.02,78.72,4.1,34.985
897.8,21.3,449.5,599.4,3.0923,268.91,78.68,4.1,34.959
897.7,21.7,449.9,599,3.0863,267.75,78.7,4.1,34.981
897.6,22,449.9,599.8,3.0652,266.76,78.74,4.1,34.981
897.7,21.7,450.2,599.4,3.079,268.59,78.7,4.1,34.989
897.6,21.5,450,599.1,3.0891,268.59,78.7,4.1,34.977
897.5,21.6,450,599.4,3.0883,268.8,78.67,4.1,34.981
897.5,22.2,450.5,600.1,3.0626,266.18,78.66,4.1,34.965
897.5,22.3,450.7,599.7,3.0667,267.38,78.67,4.1,34.957
897.5,22.3,450.7,600.1,3.0641,266.97,78.68,4.1,34.974
897.4,22.4,450.8,599.8,3.0672,266.7,78.73,4.1,34.966
897.4,22.3,450.8,599.6,3.0679,267.12,78.72,4.1,34.961
897.4,22.3,450.8,599.7,3.0716,267.86,78.67,4.1,34.985
897.4,22.2,450.8,599.5,3.0714,267.8,78.75,4.1,34.99
897.4,22.2,450.7,599.8,3.0667,267.07,78.7,4.1,34.979
897.4,22.1,450.5,600,3.0648,267.33,78.67,4.1,34.978
897.4,22.4,450.9,599.9,3.0612,266.86,78.74,4.1,34.978
897.4,22.5,450.9,600,3.0612,266.55,78.72,4.1,34.969
897.4,22.4,451.1,599.6,3.0623,267.28,78.74,4.1,34.981
897.3,22.1,451,599.2,3.0753,267.33,78.72,4.1,34.981
897.3,22,450.8,599.7,3.0787,267.7,78.73,4.1,34.979
897.3,22,450.6,599.3,3.0788,268.43,78.72,4.1,34.977
897.3,22.2,450.5,600.2,3.0674,267.33,78.66,4.1,34.969
897.3,21.9,450.5,599.7,3.0703,268.28,78.75,4.1,34.969
897.3,21.7,450.4,599.3,3.0925,267.54,78.68,4.1,34.983
897.2,22.5,450.6,600.1,3.0508,267.44,78.75,4.1,34.954
897.2,22.5,451,600.2,3.0557,266.7,78.72,4.1,34.978
897.3,22.8,451.4,600,3.0566,267.12,78.7,4.1,34.978
897.3,22.8,451.5,600.3,3.0527,265.86,78.7,4.1,34.986
897.4,22,451,599.7,3.069,267.17,78.72,4.1,34.973
897.3,21.9,450.5,599.9,3.0731,267.23,78.73,4.1,34.961
897.2,22.2,450.7,599.9,3.0591,266.44,78.74,4.1,34.957
897.3,22,450.6,600.1,3.0724,267.07,78.67,4.1,34.999
897.3,22.2,450.5,599.6,3.0678,267.75,78.74,4.1,34.957
897.3,22.4,450.9,600,3.0633,265.86,78.68,4.1,34.961
897.3,22,450.9,599.9,3.0642,267.75,78.72,4.1,34.974
897.3,22.2,450.8,599.8,3.0646,266.86,78.7,4.1,34.978
897.3,22.1,451,599.7,3.0717,267.12,78.64,4.1,34.965
897.3,22.2,450.8,599.9,3.0597,266.65,78.79,4.1,34.97
897.3,22.3,450.7,600.1,3.0612,267.75,78.68,4.1,34.981
897.4,22.5,450.9,600.3,3.051,266.55,78.64,4.1,34.983
897.4,22.1,450.8,599.7,3.0662,267.44,78.74,4.1,34.969
897.5,22.3,450.9,600.1,3.064,266.81,78.66,4.1,34.949
897.5,22.3,451,599.4,3.078,266.65,78.7,4.1,34.945
897.5,22.4,451.3,599.7,3.0694,266.97,78.73,4.1,34.941
897.6,22.3,451.1,600.4,3.0676,266.07,78.63,4.1,34.949
897.5,22.1,450.6,599.4,3.0718,267.38,78.73,4.1,34.945
897.5,22.4,450.9,599.8,3.0595,267.28,78.7,4.1,34.961
897.5,22.4,450.8,599.9,3.0575,266.91,78.69,4.1,34.957
897.6,22.6,451.1,600.4,3.0545,266.18,78.74,4.1,34.957
897.6,22,450.7,599.6,3.0674,266.97,78.69,4.1,34.932
897.6,22.4,450.9,600.2,3.0609,267.33,78.69,4.1,34.945
897.7,21.9,450.4,599.9,3.0706,267.07,78.69,4.1,34.94
897.6,22,450.5,599.6,3.0754,267.8,78.67,4.1,34.965
897.6,22,450.4,599.8,3.0714,267.33,78.74,4.1,34.966
897.6,22.3,450.7,599.9,3.0738,267.23,78.74,4.1,34.961
897.7,22.2,450.8,599.8,3.0676,266.86,78.7,4.1,34.948
897.8,22.1,450.6,599.6,3.0784,267.65,78.72,4.1,34.923
897.8,22.2,450.8,600,3.0631,267.38,78.72,4.1,34.923
897.9,22.1,450.7,599.4,3.0705,268.33,78.7,4.1,34.945
897.9,22.2,450.7,600,3.0673,267.33,78.7,4.1,34.936
897.9,22.1,450.5,599.8,3.074,267.23,78.63,4.1,34.937
898,21.8,450.4,599.4,3.078,268.65,78.68,4.1,34.945
898,21.9,450.3,599.4,3.0674,268.12,78.68,4.1,34.94
898,21.7,450.3,599.3,3.0839,267.75,78.68,4.1,34.941
898.1,21.8,450.1,599.1,3.0768,268.43,78.7,4.1,34.937
898.1,21.7,450.1,599.5,3.0847,268.12,78.73,4.1,34.945
898,21.8,450.1,599.8,3.0804,268.23,78.7,4.1,34.941
898,21.9,450.1,599.4,3.0709,267.7,78.74,4.1,34.94
898.1,21.9,450.2,599.7,3.08,267.75,78.73,4.1,34.944
898.1,21.8,450.2,599.3,3.0845,268.8,78.7,4.1,34.941
898.1,21.9,450.3,599.8,3.0769,268.12,78.69,4.1,34.938
898.2,21.9,450.2,599.6,3.0761,268.07,78.66,4.1,34.95
898.2,21.9,450.1,599.4,3.0724,267.6,78.77,4.1,34.937
898.2,21.7,450.1,599.8,3.0823,268.43,78.69,4.1,34.945
898.2,21.6,450,599.4,3.0757,267.75,78.7,4.1,34.927
898.2,21.5,449.9,599.4,3.0802,269.07,78.69,4.1,34.937
898.4,21.6,449.9,599.6,3.084,268.59,78.67,4.1,34.945
898.4,21.5,449.9,599,3.0893,269.38,78.66,4.1,34.953
898.5,21.6,449.9,599.3,3.0851,268.43,78.73,4.1,34.949
898.5,21.4,449.8,599.6,3.0885,268.85,78.66,4.1,34.95
898.5,21.4,449.8,599.1,3.0851,269.38,78.7,4.1,34.945
898.5,21.1,449.7,599.2,3.1011,269.75,78.7,4.1,34.924
898.6,21,449.6,599,3.0926,269.85,78.67,4.1,34.945
898.6,21,449.2,599.1,3.0945,269.43,78.68,4.1,34.936
898.6,20.8,449,598.5,3.1103,270.48,78.73,4.1,34.946
898.7,20.6,448.8,598.8,3.1062,270.59,78.68,4.1,34.949
898.8,20.5,448.5,598.8,3.1139,270.27,78.67,4.1,34.936
898.9,20.3,448.2,598.5,3.1115,271.38,78.74,4.1,34.923
899,20,448,598.5,3.1234,270.95,78.67,4.1,34.945
899,20,447.9,598.2,3.1253,271.95,78.72,4.1,34.945
899.1,20,447.9,598.3,3.1276,271.38,78.76,4.1,34.94
899.2,19.9,447.6,598.2,3.1268,271.85,78.66,4.1,34.936
899.3,19.8,447.5,598.6,3.1368,271.58,78.73,4.1,34.94
899.3,19.7,447.4,597.6,3.1451,273.16,78.69,4.1,34.937
899.3,19.7,447.5,598,3.1306,272.58,78.65,4.1,34.941
899.4,19.4,447.1,597.9,3.1416,272.48,78.75,4.1,34.923
899.4,19.3,446.9,598,3.1542,273.37,78.73,4.1,34.932
899.5,19,446.4,597.2,3.1591,273.53,78.73,4.1,34.94
899.5,19,446.3,597.7,3.1579,272.74,78.67,4.1,34.94
899.6,18.8,445.9,597.5,3.1665,274.37,78.68,4.2,34.945
899.6,18.8,445.7,597.4,3.1624,274.47,78.68,4.2,34.932
899.7,18.7,445.5,597.1,3.1656,274.1,78.74,4.2,34.937
899.8,18.5,445.2,597.2,3.1691,274.73,78.72,4.2,34.924
899.8,18.2,445,596.9,3.1726,274.95,78.67,4.2,34.915
899.8,18.2,445,596.8,3.1709,274.52,78.7,4.2,34.924
899.9,18.4,445.1,597.1,3.1672,275.21,78.7,4.2,34.941
899.9,18.4,445,597.1,3.1691,274.68,78.69,4.2,34.941
899.9,18.4,445.2,597.2,3.1647,275.1,78.74,4.2,34.915
900,18.4,445.1,597,3.1588,274.26,78.64,4.2,34.916
900,18.3,444.8,597,3.1658,274.79,78.68,4.2,34.932
900.1,18.1,444.6,596.9,3.1712,275.31,78.73,4.2,34.932
900.1,18,444.4,596.6,3.1726,275.47,78.68,4.2,34.927
900.2,17.9,444.3,596.7,3.1816,275.94,78.72,4.2,34.919
900.3,17.9,444.4,596.7,3.1765,275.63,78.7,4.2,34.936
900.3,17.8,444.3,596.6,3.1773,276.36,78.72,4.2,34.923
900.3,17.6,444.2,596.4,3.1848,276.42,78.69,4.2,34.924
900.3,17.7,444.2,596.9,3.1776,275.99,78.69,4.2,34.952
900.4,17.9,444.2,597,3.1741,275.68,78.67,4.2,34.928
900.4,17.8,444.4,596.5,3.1846,276.26,78.7,4.2,34.932
900.5,18,444.4,597,3.1719,276.15,78.7,4.1,34.928
900.5,18,444.5,596.8,3.1708,275.26,78.68,4.1,34.932
900.6,18.1,444.7,597,3.1713,275.05,78.76,4.1,34.932
900.6,18.2,444.7,597,3.1654,275.26,78.69,4.1,34.932
900.7,18.2,444.7,597,3.172,275.89,78.72,4.2,34.916
900.7,18.3,444.7,596.7,3.1734,275.47,78.73,4.1,34.94
900.7,18.2,444.6,597.1,3.1686,275.15,78.67,4.1,34.945
900.7,18.1,444.5,596.7,3.1804,275.42,78.74,4.2,34.949
900.8,18,444.6,596.6,3.1757,276.31,78.7,4.2,34.945
900.8,18.1,444.7,596.9,3.1746,275.89,78.72,4.1,34.935
900.8,18.2,444.7,597,3.1902,275.42,78.73,4.2,34.924
900.8,18.1,444.7,596.8,3.1802,275.73,78.68,4.2,34.924
900.8,18,444.7,596.7,3.1833,275.78,78.74,4.1,34.928
900.9,17.9,444.5,596.7,3.1866,275.94,78.73,4.2,34.927
900.9,17.9,444.5,596.6,3.1873,276.83,78.7,4.2,34.941
900.9,17.7,444.2,596.8,3.1865,276.47,78.75,4.2,34.937
900.9,17.9,444.4,596.4,3.1885,276.42,78.69,4.2,34.94
901,18,444.6,596.6,3.1848,276.26,78.72,4.2,34.92
901,18.2,444.8,596.6,3.1784,275.73,78.75,4.2,34.927
901.1,18.2,444.9,596.9,3.1802,275.99,78.74,4.2,34.94
901.2,17.6,444.2,596.7,3.1897,276.36,78.74,4.2,34.928
901.2,17.6,444.2,596.5,3.1941,276.1,78.7,4.2,34.92
901.3,17.6,444.3,596.2,3.1955,277.41,78.7,4.2,34.941
901.3,17.8,444.4,597,3.1936,276.52,78.77,4.1,34.923
901.3,17.8,444.4,596.8,3.1863,275.99,78.68,4.2,34.92
901.4,17.9,444.5,596.6,3.184,276.1,78.7,4.2,34.936
901.4,17.9,444.4,596.8,3.1837,275.94,78.75,4.2,34.932
901.4,18.2,444.5,597.1,3.1722,275.99,78.68,4.2,34.94
901.5,18.3,444.8,596.8,3.1819,275.84,78.75,4.2,34.924
901.5,18.1,444.8,597,3.1809,275.68,78.69,4.2,34.933
901.5,17.9,444.5,596.5,3.1861,276.52,78.74,4.2,34.932
901.5,17.7,444.3,596.9,3.1883,275.94,78.69,4.2,34.949
901.6,17.8,444.2,596.8,3.1819,277.2,78.68,4.2,34.932
901.6,17.8,444.4,596.4,3.1884,276.73,78.73,4.2,34.932
901.6,17.8,444.3,596.7,3.1898,276.26,78.7,4.2,34.936
901.6,17.7,444.2,596.8,3.1853,277.05,78.7,4.2,34.92
901.7,17.8,444.3,596.6,3.1914,276.15,78.72,4.2,34.911
901.7,17.7,444.3,596.3,3.1954,277.41,78.68,4.2,34.932
901.7,17.5,444.2,596.4,3.2016,276.68,78.74,4.2,34.945
901.8,17.5,444.3,596.2,3.2105,277.73,78.69,4.2,34.936
901.9,17.3,443.8,596.4,3.2093,277.41,78.73,4.2,34.928
901.9,17.4,443.9,596.3,3.2085,276.73,78.69,4.2,34.936
901.9,17.4,443.9,596.2,3.2074,277.88,78.69,4.2,34.911
902,17.5,443.8,596.6,3.2047,276.94,69.89,4,34.936
902,17.4,441.5,579.6,3.0136,252.21,46.45,3.7,34.941
902,17.5,431.3,572.7,2.5152,220.98,38.44,3.6,34.928
902.1,17.5,420.1,574.4,2.2829,209.11,45.05,3.7,34.923
902.1,17.4,420.7,574.6,2.4338,219.92,46.86,3.7,34.932
902.2,17.4,421.7,573.2,2.4685,222.08,46.86,3.7,34.923
902.2,16.8,422,571.8,2.4769,222.5,47.27,3.7,34.932
902.3,16.8,421.6,571.3,2.4812,222.87,47.12,3.7,34.924
902.3,16.5,421.4,570.8,2.4841,223.28,46.6,3.7,34.932
902.4,16.1,420.8,569.8,2.4871,223.49,46.7,3.7,34.924
902.4,15.8,420.2,569.6,2.4857,223.76,47.05,3.7,34.924
902.5,16.2,420.2,569.9,2.4851,223.7,46.88,3.7,34.911
902.5,15.9,420.3,569.3,2.4903,223.76,46.76,3.7,34.911
902.5,15.8,419.9,569,2.4896,223.7,47,3.7,34.919
902.5,16.1,419.9,569.3,2.4857,223.81,47.15,3.7,34.903
902.6,16.1,420,569.5,2.4807,223.76,46.87,3.7,34.915
