GT BAROMETRIC PRESSURE,GT COMPRESSOR INLET AIR TEMPERATURE,GT COMPRESSOR OUTLET AIR TEMPERATURE,GT EXHAUST GAS AVERAGE TEMPERATURE (EXHAUST),GT EXHAUST GAS DUCT PRESSURE,GT ACTLD,GT IGV POSITION,GT MAIN A FUEL GAS FLOW,»»÷µ
903.2,15.7,411.9,567.6,2.229,205.28,35.44,3.5,34.977
903.2,16,412.3,567.8,2.2232,205.07,35.49,3.5,34.965
903.2,16,412.5,567.8,2.2249,204.8,35.57,3.5,34.969
903.2,16,412.7,567.8,2.231,205.43,35.86,3.5,34.965
903.2,16.4,413.2,568.3,2.2265,205.54,36.05,3.5,34.973
903.2,16.7,413.5,568.3,2.2297,205.17,35.85,3.5,34.956
903.2,16.2,413.3,567.7,2.2369,206.01,35.92,3.5,34.96
903.2,16.3,413.3,567.7,2.231,205.85,35.69,3.5,34.973
903.2,16,413,567.4,2.2377,205.33,35.78,3.5,34.969
903.3,16,412.8,567.4,2.2341,205.65,35.56,3.5,34.97
903.3,16,412.7,567.3,2.2319,205.43,35.94,3.5,34.964
903.4,16.2,412.8,567.8,2.2286,205.85,35.73,3.5,34.952
903.4,16,412.9,567.5,2.2356,205.7,35.65,3.5,34.956
903.4,16,412.6,567.2,2.2409,205.12,35.24,3.5,34.97
903.4,15.8,412.9,566.8,2.2298,204.86,35.37,3.5,34.956
903.5,15.9,412.9,567.1,2.2309,205.23,35.17,3.5,34.964
903.5,15.7,412.5,566.7,2.23,204.86,35.23,3.5,34.981
903.5,15.8,412.4,566.7,2.234,204.96,35.07,3.5,34.968
903.5,15.7,412.1,566.6,2.2304,204.7,35.15,3.5,34.957
903.5,15.6,411.8,566.7,2.2322,205.17,35.08,3.5,34.956
903.5,15.5,411.9,566.5,2.234,205.17,34.87,3.5,34.973
903.5,15.1,411.4,566,2.2278,204.96,34.92,3.5,34.973
903.5,15.3,411.3,566.3,2.2267,205.07,35.08,3.5,34.961
903.5,15.5,411.8,566.7,2.2294,204.96,35.53,3.5,34.964
903.5,16,412.7,567.4,2.2288,205.17,36.08,3.5,34.956
903.5,16.9,413.9,568.2,2.2285,205.43,36.1,3.5,34.948
903.5,17.1,414.5,568.5,2.2309,205.12,35.78,3.5,34.969
903.5,16.8,414.3,567.9,2.2275,205.01,35.17,3.5,34.962
903.5,16,413.3,566.6,2.2286,204.49,35.41,3.5,34.947
903.5,16.1,413.1,567,2.2289,205.07,34.96,3.5,34.964
903.5,15.4,412.5,566.3,2.234,205.17,34.63,3.5,34.965
903.5,14.8,411.6,565.7,2.22,204.91,41.24,3.6,34.96
903.5,14.6,412.6,568.8,2.3665,217.98,47.93,3.7,34.981
903.5,14.4,417.1,567.4,2.5373,226.7,47.02,3.7,34.957
903.6,14.2,418.2,565.4,2.52,226.28,46.38,3.7,34.956
903.6,14.1,417.7,565.2,2.5105,225.28,46.07,3.7,34.96
903.7,14.1,417.3,565.4,2.5044,225.07,45.88,3.7,34.96
903.7,13.9,417.5,565.3,2.5022,225.38,45.71,3.7,34.952
903.7,13.7,416.6,565.2,2.508,224.76,45.84,3.7,34.951
903.7,13.7,416.5,565.3,2.4984,225.17,45.94,3.7,34.951
903.7,13.8,416.4,565.4,2.4969,225.17,46.19,3.7,34.96
903.8,14.2,416.8,565.9,2.4987,224.76,46.56,3.7,34.948
903.8,14.6,417.8,566.5,2.497,224.97,46.8,3.7,34.94
903.8,14.9,418.5,566.7,2.5016,225.33,46.5,3.7,34.948
903.8,14.6,418.5,566.1,2.499,225.02,46.85,3.7,34.953
903.8,15.1,419.1,566.7,2.5008,225.07,46.82,3.7,34.948
903.8,15,419.4,566.7,2.5015,224.7,46.41,3.7,34.957
903.8,14.7,419.1,566.4,2.5029,224.76,46.71,3.7,34.948
903.8,14.9,418.6,566.5,2.4997,224.97,47.33,3.7,34.941
903.8,15.6,419.3,567.4,2.5024,225.02,47.71,3.7,34.944
903.9,16.2,420.5,567.4,2.4977,224.81,47.15,3.7,34.94
903.9,15.5,420.7,566.7,2.5022,224.91,47.66,3.7,34.94
904,16.1,420.6,567.3,2.5033,224.7,47.58,3.7,34.939
904,16.3,421.1,567.5,2.5036,224.86,47.75,3.7,34.928
904,16.6,421.1,567.6,2.5011,224.55,47.73,3.7,34.936
904,16.4,421,567.4,2.5053,224.81,47.71,3.7,34.952
904,16.5,421.2,567.5,2.5039,224.65,47.74,3.7,34.957
904.1,16.3,421.3,567.7,2.5042,224.76,47.45,3.7,34.957
904.1,16.2,421.1,567.4,2.5022,224.6,47.39,3.7,34.94
904.2,16,420.4,567.3,2.5098,224.55,47.44,3.7,34.944
904.1,16.1,420.4,567.3,2.5022,224.76,47.53,3.7,34.936
904.1,16.3,420.5,567.6,2.5045,224.6,47.59,3.7,34.953
904.1,16.2,420.5,567.5,2.5045,224.81,47.34,3.7,34.949
904.1,16.1,420.4,567.3,2.5102,224.65,47.08,3.7,34.94
904.2,15.7,420,567,2.5063,224.81,46.96,3.7,34.94
904.1,15.6,419.7,567,2.5035,224.49,46.91,3.7,34.952
904.2,15.7,419.5,567,2.5036,224.44,46.86,3.7,34.926
904.2,15.5,419.6,566.9,2.5037,224.76,47.04,3.7,34.94
904.2,15.6,419.4,567,2.5062,224.97,47.26,3.7,34.948
904.2,15.7,419.8,567.2,2.5083,225.02,47.07,3.7,34.944
904.2,15.6,420,567,2.4993,224.49,46.8,3.7,34.923
904.2,15.4,419.8,566.7,2.5001,224.76,46.93,3.7,34.936
904.2,15.4,419.6,566.9,2.5075,224.91,46.63,3.7,34.936
904.2,15,419.3,566.4,2.5041,224.81,46.34,3.7,34.927
904.3,14.7,418.9,566.1,2.5065,224.86,45.53,3.7,34.924
904.3,13.7,417.4,565.3,2.4976,224.86,46.49,3.7,34.947
904.3,14.5,417.9,566.6,2.4982,225.33,46.49,3.7,34.944
904.3,14.6,418.2,566.3,2.5062,225.02,46.84,3.7,34.936
904.2,15.3,418.9,567,2.4998,224.39,46.78,3.7,34.935
904.2,15.1,419.2,566.9,2.507,224.65,46.29,3.7,34.923
904.2,14.4,418.5,566.2,2.5002,225.07,45.08,3.7,34.915
904.3,13,416.7,564.7,2.5013,224.7,45.06,3.7,34.919
904.3,12.9,415.9,564.8,2.5014,224.76,45.13,3.7,34.915
904.2,12.9,415.3,564.9,2.4926,225.02,45.64,3.7,34.919
904.2,13.3,415.9,565.7,2.5031,225.17,45.24,3.7,34.923
904.2,12.8,415.7,564.8,2.5033,225.17,45.43,3.7,34.907
904.2,13.1,415.6,565.1,2.4968,225.12,45.63,3.7,34.902
904.2,13.4,416.3,565.4,2.5037,225.02,45.08,3.7,34.92
904.2,12.8,415.7,564.6,2.4973,225.07,45.49,3.7,34.898
904.2,13.2,415.7,565.3,2.4957,225.12,45.68,3.7,34.915
904.1,13.2,416.2,565.4,2.4996,224.91,45.9,3.7,34.919
904.1,13.5,416.6,565.7,2.5,225.28,46.04,3.7,34.91
904.1,13.9,416.8,565.9,2.4996,224.97,46.26,3.7,34.915
904.1,14.2,417.4,566.1,2.5022,225.07,45.56,3.7,34.915
904.2,13.4,417,565.1,2.5066,224.7,45.85,3.7,34.923
904.2,13.7,416.8,565.5,2.4897,224.91,46.09,3.7,34.926
904.2,14,417.3,565.9,2.5014,225.02,46.37,3.7,34.923
904.2,14.4,417.8,566.3,2.5022,225.07,46.34,3.7,34.919
904.1,14.3,417.8,566,2.4981,225.28,46.81,3.7,34.915
904,14.9,418.4,566.7,2.4997,224.86,46.7,3.7,34.914
904,15,418.7,566.7,2.4965,224.81,46.49,3.7,34.911
904,14.8,418.5,566.3,2.5028,224.65,45.95,3.7,34.928
904.1,14.2,418.3,565.7,2.5047,224.44,45.08,3.7,34.923
904.1,12.8,416.7,564.6,2.5013,225.12,44.81,3.7,34.902
904.1,12.5,415.5,564.5,2.4979,224.81,44.75,3.7,34.927
904.1,12.3,414.7,564.3,2.4992,224.91,44.56,3.7,34.919
904.1,12,414.4,564,2.503,225.02,44.9,3.7,34.92
904.1,12.3,414.1,564.5,2.4978,225.12,44.93,3.7,34.924
904.1,12.4,414.5,564.5,2.496,225.33,45.07,3.7,34.915
904.1,12.5,414.7,564.7,2.5011,225.23,45.1,3.7,34.919
904,12.6,415,564.7,2.5003,225.28,45.11,3.7,34.927
904.1,12.6,415,564.8,2.4996,225.17,45.22,3.7,34.944
904.1,12.7,415.2,564.9,2.4938,225.33,45.19,3.7,34.927
904.2,12.4,415.1,564.8,2.4989,225.7,44.83,3.7,34.927
904.2,12.1,414.5,564.2,2.4994,225.54,44.9,3.7,34.94
904.1,12.2,414.3,564.5,2.4947,225.44,44.66,3.7,34.932
904.1,12,413.8,564,2.492,224.97,44.08,3.7,34.928
904.1,11.4,413.4,563.5,2.5011,224.86,44.05,3.7,34.931
904.1,11.1,412.5,563.4,2.4984,225.49,44.16,3.7,34.928
904,11.1,412.2,563.2,2.4979,225.65,44,3.7,34.936
904,10.9,411.9,563.2,2.4991,225.28,44.47,3.7,34.927
904,11.6,412.2,563.8,2.4945,225.65,45.1,3.7,34.944
904,12.3,413.4,564.7,2.4971,225.6,45.44,3.7,34.911
904,12.7,414.5,564.8,2.4974,225.8,45.51,3.7,34.923
903.9,13,414.9,564.8,2.4914,225.49,45.55,3.7,34.911
904,13.1,415.5,565.2,2.5032,225.17,45.34,3.7,34.931
904,12.9,415.4,564.9,2.4934,225.12,44.74,3.7,34.941
904,12.3,415.1,564.4,2.498,224.91,44.28,3.7,34.903
904,11.6,413.9,563.7,2.4935,225.54,44.04,3.7,34.919
904,11.2,413,563.4,2.4996,225.07,44.11,3.7,34.923
904,11.2,412.6,563.5,2.4969,225.17,43.89,3.7,34.932
903.9,11.1,412.3,563.3,2.4918,224.91,43.93,3.7,34.927
903.9,11,412.2,563.2,2.4957,225.17,44.64,3.7,34.923
903.9,11.8,412.4,564,2.4919,225.6,45.88,3.7,34.928
903.9,13.2,414.5,565.1,2.495,225.49,46.06,3.7,34.928
903.9,13.7,415.8,565.3,2.5018,225.54,45.64,3.7,34.931
904,13.3,416.1,564.9,2.4988,225.12,45.14,3.7,34.928
904,12.8,415.5,564.4,2.4972,224.76,44.88,3.7,34.941
904,12.7,415,564.5,2.4954,224.76,46.35,3.8,34.936
904,13,415.2,565.3,2.5076,227.27,56.48,3.9,34.915
904,12.6,417.9,565.4,2.7231,241.98,66.65,4,34.931
904,12.7,423.3,564.7,2.9606,255.57,74.38,4.2,34.927
904,12.2,429.9,574,3.196,278.99,74.46,4.2,34.898
904,12.2,432.8,585.7,3.214,282.4,74.4,4.2,34.928
904,12.5,434.3,592.6,3.2288,286.6,74.46,4.2,34.944
904.1,12.6,435,594.6,3.2329,285.87,74.46,4.2,34.941
904.1,12.4,434.8,594.2,3.2397,285.02,74.47,4.2,34.957
904.2,12.5,434.8,594.5,3.238,284.71,74.43,4.2,34.951
904.2,11.7,434.8,593.9,3.2605,286.23,74.47,4.2,34.931
904.3,11.6,434.5,594.1,3.257,284.92,74.41,4.2,34.952
904.3,11.1,434,593.7,3.2769,287.33,74.46,4.2,34.927
904.3,11.2,433.6,593.8,3.2658,286.08,74.39,4.2,34.936
904.3,11.3,433.9,593.8,3.2609,286.23,74.39,4.2,34.941
904.3,11.9,434.2,594.2,3.2525,285.02,74.39,4.2,34.927
904.3,12.1,434.6,594.3,3.2502,284.71,74.42,4.2,34.932
904.3,12.2,434.9,594.3,3.2493,284.34,74.44,4.2,34.928
904.2,12.4,435.2,594.8,3.2402,283.61,74.42,4.2,34.932
904.2,12.5,435.6,594.5,3.2319,284.45,74.45,4.2,34.937
904.3,12.3,435.8,594.2,3.2434,283.87,74.38,4.2,34.936
904.3,12.5,435.8,594.8,3.2255,283.71,74.44,4.2,34.932
904.4,12.8,435.9,594.7,3.2315,283.24,74.42,4.2,34.936
904.4,12.6,435.7,594.4,3.2429,284.18,74.46,4.2,34.936
904.4,12.4,435.9,594.5,3.2342,284.5,74.4,4.2,34.945
904.5,12.1,435.6,594.2,3.2465,283.61,74.47,4.2,34.937
904.5,11.6,434.8,594.1,3.2546,285.13,74.42,4.2,34.931
904.6,12,434.7,593.9,3.2396,285.45,74.46,4.2,34.94
904.6,11.9,434.9,594.3,3.2491,284.71,74.44,4.2,34.94
904.7,11,434.2,593.6,3.2799,285.87,74.43,4.2,34.941
904.7,10.4,433.6,593.1,3.2844,287.81,74.43,4.2,34.923
904.8,10.2,432.8,593.4,3.2856,287.55,74.47,4.2,34.936
904.8,10.5,432.8,593.4,3.2842,286.81,74.42,4.2,34.944
904.8,11.1,433.7,593.7,3.2742,286.76,74.44,4.2,34.944
904.9,11,434,593.1,3.2756,286.6,74.47,4.2,34.949
904.9,10.9,433.9,593.7,3.2674,286.76,74.4,4.2,34.948
905,10.5,433.8,593.4,3.2765,287.76,74.43,4.2,34.94
905,10.3,433.2,592.8,3.2875,287.91,74.41,4.2,34.94
905,10.6,433.1,593,3.2927,287.7,74.42,4.2,34.932
905.1,11.1,433.6,593.6,3.2652,286.6,74.4,4.2,34.941
905.1,10.7,433.8,593,3.2813,287.23,74.43,4.2,34.932
905.2,10.1,432.9,593.2,3.2844,288.12,74.43,4.2,34.956
905.4,9.9,432.4,592.8,3.2925,289.28,74.43,4.2,34.935
905.4,10.2,432.3,593,3.2865,288.33,74.42,4.2,34.944
905.4,10.4,432.3,593,3.2897,287.76,74.42,4.2,34.936
905.4,10.7,432.9,593.3,3.286,287.81,74.42,4.2,34.953
905.4,11,433.1,593.6,3.2718,287.23,74.37,4.2,34.956
905.5,11,433.5,593.6,3.2719,286.49,74.48,4.2,34.957
905.6,10.7,433.2,593,3.2798,287.86,74.43,4.2,34.953
905.6,10.6,432.9,593.1,3.2726,287.86,74.46,4.2,34.94
905.6,10.9,432.9,593.3,3.2781,287.07,74.41,4.2,34.96
905.6,11.3,433.3,593.9,3.2695,286.6,74.46,4.2,34.948
905.7,11.5,433.8,593.9,3.2628,285.55,74.38,4.2,34.936
905.7,11.8,434.3,593.8,3.2561,286.49,74.46,4.2,34.936
905.7,12.1,434.9,594.1,3.2492,285.18,74.42,4.2,34.94
905.8,12.3,435.2,594.4,3.2436,285.34,74.42,4.2,34.952
905.8,12.4,435.5,594.5,3.2415,284.6,74.47,4.2,34.944
905.8,12.7,435.6,594.7,3.2364,284.92,74.42,4.2,34.948
905.8,12.7,435.8,595,3.2381,284.03,74.48,4.2,34.945
905.8,12.9,436,594.7,3.2363,284.24,74.41,4.2,34.928
905.8,12.9,436,594.6,3.236,284.29,74.45,4.2,34.94
905.8,12.8,436,594.6,3.2393,284.6,74.39,4.2,34.949
905.9,12.6,435.8,594.8,3.2408,283.98,74.41,4.2,34.945
905.9,12.6,435.6,594.5,3.2447,284.66,74.38,4.2,34.941
905.9,12.7,435.7,594.4,3.2471,284.71,74.47,4.2,34.941
905.9,12.5,435.6,594.8,3.2444,284.29,74.43,4.2,34.957
905.8,12.6,435.5,594.6,3.2426,283.92,74.41,4.2,34.949
905.9,12.7,435.4,594.7,3.2417,284.55,74.45,4.2,34.957
905.8,12.9,435.5,595.1,3.2308,283.82,74.42,4.2,34.961
905.9,12.7,435.7,594.7,3.2324,283.92,74.47,4.2,34.94
905.9,13.1,435.5,595.1,3.2282,283.66,74.42,4.2,34.948
905.9,13.4,436.2,594.9,3.2192,283.45,74.46,4.2,34.94
905.8,13.5,436.7,595.1,3.2287,282.4,74.43,4.2,34.944
905.8,13.6,436.8,595.3,3.2195,282.98,74.42,4.2,34.948
905.9,13.6,436.9,595.6,3.2171,282.82,74.47,4.2,34.964
905.8,13.7,437,595.2,3.2184,282.87,74.44,4.2,34.953
905.8,13.8,437,595.2,3.2137,282.98,74.44,4.2,34.974
905.8,13.1,436.4,595.1,3.2294,283.4,74.46,4.2,34.966
905.9,13.6,436.5,595.3,3.2238,282.87,74.46,4.2,34.949
905.9,13.8,437.1,595.3,3.2197,282.45,74.42,4.2,34.961
905.9,13.6,437,595.3,3.2146,282.4,74.41,4.2,34.969
905.9,13.8,436.8,595.8,3.2054,282.56,74.44,4.2,34.969
905.9,14.1,437.6,595.5,3.2177,282.08,74.45,4.2,34.969
905.9,14.2,437.7,595.7,3.2063,281.14,74.41,4.2,34.961
905.9,14.3,438,595.7,3.2066,281.03,74.47,4.2,34.952
905.9,14.5,438,596.2,3.1919,280.72,74.41,4.2,34.956
905.9,14.6,438.1,595.7,3.1993,281.56,74.42,4.1,34.969
905.9,14.8,437.4,587.6,3.1431,268.33,65.92,3.9,34.981
905.9,14.8,434,569.8,2.971,250.53,53.35,3.8,34.969
905.9,14.8,427.5,567.2,2.6733,233.68,41.48,3.6,34.957
905.9,15.1,421,567.3,2.4266,216.67,37.72,3.6,34.973
905.9,15.7,416.4,567.3,2.3196,210.79,44.65,3.7,34.96
905.9,15.4,417.6,569.7,2.4719,222.18,45.68,3.7,34.969
905.9,15.2,418.4,568.8,2.4872,223.55,45.85,3.7,34.974
905.9,15.5,418.9,568.2,2.4896,223.76,46.26,3.7,34.965
905.9,15.8,419.3,568.4,2.4892,223.91,46.56,3.7,34.948
905.8,16.4,420,568.6,2.4908,223.49,46.62,3.7,34.969
905.8,16.3,420.2,568.5,2.4901,223.65,46.33,3.7,34.945
905.8,16.2,420.2,568,2.4954,223.6,46.51,3.7,34.977
905.9,16.4,420.1,568.3,2.4805,223.18,46.66,3.7,34.964
905.9,16.7,420.5,568.7,2.4937,223.81,46.85,3.7,34.965
905.9,16.9,420.9,568.6,2.4906,223.23,46.65,3.7,34.969
905.9,16.6,420.9,568,2.4931,223.34,46.72,3.7,34.969
905.9,16.8,420.9,568.1,2.4932,223.39,46.97,3.7,34.964
905.9,17,421,568.5,2.491,223.49,46.95,3.7,34.969
905.9,16.9,421.2,568.5,2.4939,223.34,47.12,3.7,34.956
905.9,17.4,421.6,568.6,2.4893,222.97,47.02,3.7,34.953
905.9,17.2,421.5,568.5,2.49,223.39,47.11,3.7,34.948
905.9,17.3,421.8,568.5,2.4924,223.28,47.31,3.7,34.952
905.9,17.6,421.9,568.8,2.4901,223.55,47.12,3.7,34.957
905.9,17.5,421.9,568.5,2.4961,222.97,47.53,3.7,34.969
905.9,17.8,422.4,568.7,2.4933,222.97,44,3.7,34.977
905.8,17.7,421.1,569.1,2.4244,218.61,44.51,3.7,34.97
905.8,18.1,420.9,569.8,2.427,219.24,42.31,3.6,34.989
905.8,18.1,421.2,569,2.4014,214.52,34.05,3.5,34.956
905.8,18.2,417.8,566.6,2.2037,200.24,34.94,3.5,34.978
905.8,18.8,415.9,569.5,2.1974,202.23,35.53,3.5,34.978
905.8,18.6,416,569.6,2.2048,203.23,35.8,3.5,34.969
905.8,18.9,416.1,569.7,2.2086,203.55,35.88,3.5,34.961
905.8,18.9,416.3,569.8,2.2102,203.81,35.9,3.5,34.969
905.8,18.9,416.5,569.7,2.2124,203.49,36.02,3.5,34.97
905.8,19,416.7,569.6,2.2082,204.07,35.87,3.5,34.969
905.7,19,416.6,569.4,2.2116,203.23,36.07,3.5,34.97
905.8,19.2,416.7,569.7,2.2097,203.02,35.99,3.5,34.981
905.8,19.3,416.9,569.8,2.2114,203.39,36.43,3.5,34.97
905.8,19.8,417.5,570.3,2.2118,203.55,36.21,3.5,34.986
905.7,19.5,417.5,569.9,2.2126,203.18,36.11,3.5,34.978
905.7,19.4,417.2,569.6,2.2171,203.81,36.07,3.5,34.982
905.7,19.4,417.1,569.6,2.2156,203.13,36.26,3.5,34.973
905.6,19.7,417.4,569.9,2.2073,203.07,36.2,3.5,34.986
905.6,19.6,417.7,569.9,2.2114,202.86,36.46,3.5,34.961
905.6,20,417.8,570.5,2.207,203.02,36.22,3.5,34.969
905.5,19.8,417.9,570.2,2.2078,203.07,36.61,3.5,34.969
905.5,20.2,418.2,570.6,2.2145,203.34,36.58,3.5,34.982
905.5,20.3,418.7,570.7,2.2178,203.23,36.43,3.5,34.969
905.4,20.1,418.6,570,2.2177,203.02,36.73,3.5,34.984
905.4,20.5,418.6,570.6,2.2143,203.65,36.72,3.5,34.989
905.4,20.3,418.8,570.5,2.2152,203.75,36.99,3.5,34.99
905.3,20.7,419.3,571.1,2.2119,203.49,36.73,3.5,34.96
905.3,20.5,419.3,570.4,2.2129,203.34,36.69,3.5,34.985
905.3,20.4,419.2,570.3,2.2135,203.23,36.93,3.5,34.978
905.2,20.7,419.5,571.1,2.2198,203.34,36.71,3.5,34.986
905.2,20.5,419.2,570.8,2.2187,202.97,36.94,3.5,34.997
905.1,20.7,419.4,570.9,2.221,203.44,36.92,3.5,34.977
905.1,20.6,419.6,571.1,2.2207,203.44,37.13,3.5,34.973
905.1,21,419.8,571.4,2.2161,203.39,37.08,3.5,34.99
905.1,21,420,570.8,2.2173,203.65,37.1,3.5,34.977
905.1,21,420,570.9,2.2137,202.91,37.37,3.5,34.986
905,21.3,420.1,571.8,2.2156,203.44,37.11,3.5,34.973
904.9,21.2,420.2,571.6,2.2161,203.13,37.14,3.5,34.985
904.9,21.2,420.3,571.4,2.2204,202.91,36.98,3.5,34.985
904.9,21,420,571,2.2179,203.28,37.17,3.5,34.961
904.8,21.3,420.1,571.4,2.2169,202.97,37.45,3.5,35.002
904.8,21.5,420.9,571.8,2.232,203.49,37.45,3.5,34.998
904.8,21.6,421.1,571.5,2.226,203.23,37.27,3.5,34.989
904.8,21.4,420.9,571.2,2.223,203.02,37.36,3.5,34.987
904.7,21.7,421,571.8,2.2157,203.13,37.71,3.5,35.011
904.7,22,421.6,572.4,2.2197,203.28,37.36,3.5,35.01
904.6,21.6,421.5,571.6,2.2163,203.13,37.5,3.5,35.01
904.6,21.7,421.2,572.1,2.2246,203.28,37.61,3.5,34.997
904.6,21.9,421.5,572.2,2.2304,203.34,37.54,3.5,34.978
904.5,21.8,421.5,572.1,2.2259,202.86,37.82,3.5,34.969
904.5,22,421.9,572.6,2.2242,203.55,37.36,3.5,34.973
904.6,21.7,421.7,571.7,2.2177,203.28,37.54,3.5,34.973
904.5,21.8,421.5,571.9,2.2254,202.91,37.86,3.5,34.969
904.4,22.3,422,572.7,2.2252,203.65,37.75,3.5,34.949
904.4,22,421.9,572.5,2.2281,203.18,37.85,3.5,34.968
904.4,22.3,421.9,572.8,2.2142,203.39,37.87,3.5,34.944
904.3,22.3,422.2,572.6,2.2208,203.34,37.79,3.5,34.985
904.3,22.1,422.2,572.4,2.2247,203.39,38.08,3.5,34.992
904.2,22.4,422.5,572.9,2.2273,203.81,38.09,3.5,34.989
904.2,22.7,422.7,573.2,2.2203,203.55,37.85,3.5,34.973
904.2,22.4,422.5,572.7,2.2294,203.07,37.8,3.5,34.981
904.1,22.1,422.2,572.2,2.2217,202.97,38.08,3.5,34.989
904.1,22.5,422.7,573,2.2244,203.13,38.31,3.5,34.989
904.1,22.8,422.7,573.3,2.2261,203.02,37.87,3.5,35.002
904,22.4,422.8,572.7,2.2247,202.97,38.5,3.5,35.014
904,22.9,423.1,573.7,2.2269,203.44,38.15,3.5,35.011
903.9,22.7,423.2,573.1,2.2286,202.97,38.21,3.5,35.014
903.9,22.7,423.3,572.9,2.2368,203.65,38.07,3.5,35.002
903.8,22.8,423.3,572.9,2.229,202.97,38.16,3.5,34.965
903.8,22.8,423.5,573.2,2.228,203.34,38.18,3.5,34.977
903.7,22.8,423.1,572.9,2.2221,203.07,38.15,3.5,34.969
903.7,22.8,423.3,573.1,2.2223,203.18,38.55,3.5,34.977
903.6,23.1,423.5,573.6,2.2286,203.39,38.47,3.5,34.969
903.6,22.9,423.9,573.4,2.2329,203.34,38.35,3.5,34.962
903.6,22.8,423.6,573.2,2.233,202.81,38.53,3.5,34.965
903.6,23.1,423.7,573.4,2.2314,203.28,38.32,3.5,34.976
903.6,23,423.6,573.1,2.2294,202.91,38.49,3.5,34.961
903.5,23.1,423.9,573.5,2.2299,203.49,38.43,3.5,34.958
903.5,22.8,423.9,573.3,2.2309,203.34,38.26,3.5,34.964
903.5,22.8,423.5,573.1,2.2258,203.07,38.77,3.5,34.973
903.4,23.4,424.2,574.1,2.2334,203.49,38.77,3.5,34.948
903.4,23.5,424.6,574.3,2.2363,203.81,38.55,3.5,34.973
903.4,23.2,424.5,573.9,2.2328,203.13,38.68,3.5,34.964
903.4,23.3,424.4,573.5,2.2329,203.44,38.79,3.5,34.965
903.3,23.7,424.9,574.2,2.2316,203.49,38.62,3.5,34.957
903.3,23.5,425,574.1,2.231,203.02,38.73,3.5,34.953
903.2,23.4,424.7,574.1,2.2278,203.7,38.34,3.5,34.965
903.2,23.1,424.4,573.2,2.2313,203.02,38.68,3.5,34.963
903.2,23.6,424.7,574.3,2.2253,202.65,38.55,3.5,34.948
903.2,23.4,424.8,573.5,2.2283,202.81,38.7,3.5,34.973
903,23.5,424.6,573.8,2.222,203.28,38.76,3.5,34.961
903.1,23.6,425,574.1,2.2318,202.91,38.88,3.5,34.973
903.1,23.8,425.3,574.5,2.2262,203.44,38.67,3.5,34.965
903.1,23.6,425.3,574.1,2.2303,203.02,38.52,3.5,34.969
903.1,23.5,424.9,573.8,2.2251,203.23,38.63,3.5,34.961
903,23.5,424.9,573.9,2.2239,203.07,38.84,3.5,34.96
903,23.7,425.1,574.4,2.2255,203.07,38.73,3.5,34.956
902.9,23.6,425.2,574.1,2.2307,202.86,39.05,3.5,34.969
902.9,23.9,425.6,574.9,2.2357,202.97,38.85,3.5,34.973
902.9,23.9,425.5,574.5,2.2268,203.07,38.6,3.5,34.964
902.9,23.7,425.3,574.1,2.2336,203.02,39.07,3.5,34.948
902.9,23.9,425.5,574.7,2.2352,202.97,38.73,3.5,34.953
902.9,23.6,425.2,574,2.2268,203.02,38.69,3.5,34.964
902.9,23.8,425.2,573.9,2.2293,202.39,38.67,3.5,34.969
902.8,23.6,425.3,573.9,2.229,202.97,38.74,3.5,34.957
902.8,23.7,425.1,573.8,2.2288,202.5,38.83,3.5,34.974
902.8,23.8,425.2,574.2,2.2313,203.34,38.82,3.5,34.957
902.7,23.8,425.4,574.4,2.233,203.13,38.73,3.5,34.966
902.7,23.9,425.5,574.3,2.2344,202.97,39.04,3.5,34.957
902.7,24.1,425.8,574.9,2.2333,203.44,38.87,3.5,34.973
902.7,24,425.8,574.6,2.2351,202.44,39.13,3.5,34.94
902.7,24.3,426.1,575.1,2.23,203.44,38.96,3.5,34.956
902.7,24.2,425.9,575.1,2.2343,202.5,38.96,3.5,34.973
902.7,24.2,426.2,575,2.235,202.6,39.02,3.5,34.956
902.7,23.9,425.9,574.6,2.2353,203.07,39.05,3.5,34.953
902.7,23.9,425.6,575.1,2.2323,203.23,39.48,3.5,34.957
902.7,24.2,425.9,575.6,2.2373,203.65,39.12,3.5,34.961
902.7,24.1,426.1,574.4,2.2298,203.13,39.48,3.5,34.957
902.8,24.4,426.3,575.5,2.2307,203.44,39.38,3.5,34.969
902.8,24.2,426.4,575.3,2.2328,203.39,39.4,3.5,34.965
902.8,24.2,426.2,575.1,2.2349,203.18,39.39,3.5,34.949
902.7,24.1,426.2,575.3,2.2359,204.18,39.44,3.5,34.944
902.7,24.1,426.2,575.1,2.2313,204.18,39.48,3.5,34.952
902.7,24.2,426.3,575.3,2.2303,203.96,39.4,3.5,34.966
902.7,24.1,426.4,575.4,2.2368,203.65,39.04,3.5,34.969
902.7,24,425.9,574.7,2.2368,202.65,38.82,3.5,34.972
902.7,24,425.9,574.4,2.2351,203.02,38.89,3.5,34.972
902.7,23.9,425.9,574.4,2.2335,203.02,38.84,3.5,34.965
902.7,23.8,425.5,574.5,2.2382,203.23,39.1,3.5,34.97
902.7,24,425.9,574.8,2.2334,203.18,43.19,3.6,34.945
902.8,23.9,426.2,576.6,2.3068,210.95,59.47,3.8,34.964
902.8,23.9,432.6,576.2,2.6198,232.63,74.46,4,34.974
